0.23231 23168
0.232791 24616
0.233031 26064
0.233632 27512
0.234233 28960
0.234473 30408
0.235074 31856
0.27646 33304
0.2767 34752
0.277301 36200
0.277541 37648
0.277781 39096
0.278743 40544
0.279344 41992
0.279584 43440
0.279824 44888
0.280785 46336
0.281026 47784
0.320729 49232
0.32097 50680
0.32121 52128
0.322171 53576
0.322411 55024
0.322652 56472
0.322892 57920
0.324214 59368
0.324454 60816
0.325055 62264
0.325295 63712
0.325536 65160
0.325776 66608
0.327098 68056
0.327338 69504
0.327578 70952
0.364879 72400
0.365119 73848
0.365359 75296
0.3656 76744
0.36584 78192
0.367162 79640
0.367402 81088
0.367642 82536
0.367883 83984
0.368123 85432
0.368363 86880
0.370045 88328
0.370286 89776
0.370526 91224
0.371487 92672
0.371728 94120
0.371968 95568
0.372208 97016
0.372449 98464
0.372689 99912
0.374371 101360
0.374612 102808
0.374852 104256
0.375092 105704
0.409028 107152
0.409268 108600
0.409509 110048
0.409749 111496
0.409989 112944
0.41023 114392
0.41047 115840
0.41071 117288
0.412753 118736
0.412993 120184
0.413234 121632
0.413474 123080
0.413714 124528
0.413955 125976
0.414195 127424
0.414435 128872
0.414676 130320
0.417079 131768
0.417319 133216
0.417559 134664
0.4178 136112
0.419121 137560
0.419362 139008
0.419602 140456
0.419842 141904
0.420083 143352
0.420323 144800
0.420563 146248
0.420804 147696
0.421044 149144
0.423447 150592
0.423688 152040
0.423928 153488
0.424168 154936
0.424408 156384
0.424649 157832
0.453177 159280
0.453418 160728
0.453658 162176
0.453898 163624
0.454139 165072
0.454379 166520
0.454619 167968
0.45486 169416
0.4551 170864
0.45534 172312
0.455581 173760
0.455821 175208
0.458945 176656
0.459185 178104
0.459426 179552
0.459666 181000
0.459906 182448
0.460147 183896
0.460387 185344
0.460627 186792
0.460868 188240
0.461108 189688
0.461348 191136
0.461589 192584
0.461829 194032
0.462069 195480
0.465554 196928
0.465794 198376
0.466034 199824
0.466275 201272
0.466515 202720
0.466755 204168
0.468438 205616
0.468678 207064
0.468918 208512
0.469159 209960
0.469399 211408
0.469639 212856
0.46988 214304
0.47012 215752
0.47036 217200
0.470601 218648
0.470841 220096
0.471081 221544
0.471322 222992
0.474806 224440
0.475046 225888
0.475287 227336
0.475527 228784
0.475767 230232
0.476008 231680
0.476248 233128
0.476488 234576
0.476729 236024
0.497327 237472
0.497567 238920
0.497807 240368
0.498048 241816
0.498288 243264
0.498528 244712
0.498769 246160
0.499009 247608
0.499249 249056
0.49949 250504
0.49973 251952
0.49997 253400
0.500211 254848
0.500451 256296
0.500691 257744
0.500932 259192
0.501172 260640
0.501412 262088
0.505978 263536
0.506219 264984
0.506459 266432
0.506699 267880
0.50694 269328
0.50718 270776
0.50742 272224
0.50766 273672
0.507901 275120
0.508141 276568
0.508381 278016
0.508622 279464
0.508862 280912
0.509102 282360
0.509343 283808
0.509583 285256
0.509823 286704
0.510064 288152
0.510304 289600
0.510544 291048
0.510785 292496
0.516072 293944
0.516312 295392
0.516552 296840
0.516793 298288
0.517033 299736
0.517273 301184
0.517514 302632
0.517754 304080
0.517994 305528
